reference_number,watch_URL,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_URL,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
J013034240,https://www.jaquet-droz.com/en/watches/grande-seconde/grande-seconde-tourbillon-cotes-de-geneve,,Jaquet Droz,,GRANDE SECONDE,Tourbillon Côtes de Genève,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/J013034240_TOURBILLON_COTES_DE_GENEVE_0.png?itok=jHIY6SNS,,,"18-carat white gold 
Height 13.10 mm
Individual series number engraved on the case-back",,,"18-carat white gold 
Height 13.10 mm
Individual series number engraved on the case-back",,,"18-carat white gold 
Height 13.10 mm
Individual series number engraved on the case-back",,,,To 3 bar (30 meters),,"Black matte Côtes de Genève
Sapphire double ring",,Rolled-edge hand-made black alligator leather strap,Rolled-edge hand-made black alligator leather strap,18-carat white gold folding clasp,"Jaquet Droz 25JD, self-winding tourbillon movement, simple barrel, 18-carat white gold oscillating weight with black onyx","Jaquet Droz 25JD, self-winding tourbillon movement, simple barrel, 18-carat white gold oscillating weight with black onyx",7 days,"21,600 v.p.h",31 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Côtes de Genève technical dial,
sapphire ring and tourbillon frame.
18-carat white gold.
Self-winding tourbillon movement.
Power reserve of 7 days.
Hours and minutes indicators at 6 o'clock,
tourbillon frame at 12 o'clock.
Diameter 43 mm.",
J013013200,https://www.jaquet-droz.com/en/watches/grande-seconde/grande-seconde-tourbillon-ivory-enamel,,Jaquet Droz,,GRANDE SECONDE,Tourbillon,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/J013013200_GRANDE_SECONDE_TOURBILLON_IVORY_ENAMEL.png?itok=pRX22jhR,,,"18-carat red gold
Height 13.20 mm
Individual serial number engraved on the case-back
",,,"18-carat red gold
Height 13.20 mm
Individual serial number engraved on the case-back
",,,"18-carat red gold
Height 13.20 mm
Individual serial number engraved on the case-back
",,,,3 bar (30 meters),,"Ivory Grand Feu enamel
",,"Rolled-edge hand-made black alligator leather strap
","Rolled-edge hand-made black alligator leather strap
","18-carat red gold folding clasp
","Jaquet Droz 25JD, self-winding tourbillon movement, simple barrel, 18-carat red gold oscillating weight with white onyx applique

","Jaquet Droz 25JD, self-winding tourbillon movement, simple barrel, 18-carat red gold oscillating weight with white onyx applique

",7 days,"21,600 v.p.h","31 jewels
","Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock
","Ivory Grand Feu enamel, tourbillon frame. 18-carat red gold case. Automatic movement. Power reserve of 7 days. 39 mm diameter.",
J013014270,https://www.jaquet-droz.com/en/watches/grande-seconde/grande-seconde-tourbillon-aventurine,,Jaquet Droz,,GRANDE SECONDE,Tourbillon Aventurine,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/J013014270_GRANDE_SECONDE_TOURBILLON_AVENTURINE.png?itok=tUdMpweu,,,"18-carat white gold set with 260 diamonds (1.47 carats)
Height 13.20 mm
Individual limited serial number engraved on the case-back
",,,"18-carat white gold set with 260 diamonds (1.47 carats)
Height 13.20 mm
Individual limited serial number engraved on the case-back
",,,"18-carat white gold set with 260 diamonds (1.47 carats)
Height 13.20 mm
Individual limited serial number engraved on the case-back
",,,,3 bar (30 meters),,"Aventurine with white mother-of-pearl center and 18-carat white gold ring set with 90 diamonds (0.14 carat)
",,"Rolled-edge hand-made blue alligator leather strap
","Rolled-edge hand-made blue alligator leather strap
","18-carat white gold folding clasp set with 32 diamonds (0.27 carat)
","Jaquet Droz 25JD, self-winding tourbillon movement, simple barrel, 18-carat white gold oscillating weight with aventurine applique

","Jaquet Droz 25JD, self-winding tourbillon movement, simple barrel, 18-carat white gold oscillating weight with aventurine applique

",7 days,"21,600 v.p.h","31 jewels
","Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock
","Aventurine dial with white gold diamond-set ring and white mother-of-pearl center, white gold diamond-set case. Automatic movement. Power reserve of 7 days. White gold diamond-set buckle. 39 mm diameter. Total carat weight: 382 diamonds,1.88 carats",
J013014271,https://www.jaquet-droz.com/en/watches/grande-seconde/grande-seconde-tourbillon-blue-pietersite,,Jaquet Droz,,GRANDE SECONDE,Tourbillon Blue Pietersite,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/J013014271-_-GRANDE_SECONDE_TOURBILLON_BLUE-PIETERSIT.jpg?itok=Q156vjzf,,,"18-carat white gold case set with 260 diamonds (1.47 carats), 
Height 13.20 mm
Individual limited serial number engraved on the case-back
",,,"18-carat white gold case set with 260 diamonds (1.47 carats), 
Height 13.20 mm
Individual limited serial number engraved on the case-back
",,,"18-carat white gold case set with 260 diamonds (1.47 carats), 
Height 13.20 mm
Individual limited serial number engraved on the case-back
",,,,3 bar (30 meters),,"Blue pietersite with white mother-of-pearl center and 18-carat white gold ring set with 90 diamonds (0.14 carat)

",,"Rolled-edge hand-made blue alligator leather

","Rolled-edge hand-made blue alligator leather

","18-carat white gold folding clasp set with 32 diamonds (0.27 carat)


","Jaquet Droz 25JD, self-winding tourbillon movement, single barrel, 18-carat white gold oscillating weight with blue pietersite applique 

","Jaquet Droz 25JD, self-winding tourbillon movement, single barrel, 18-carat white gold oscillating weight with blue pietersite applique 

",7 days,"21,600 v.p.h","31 jewels

","Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock

","Blue pietersite dial with white mother-of-pearl center and 18-carat white gold ring set with 90 diamonds. 
18-carat white gold case, set with 260 diamonds. 
18-carat white gold folding clasp set with 32 diamonds totaling 1.88 carats 
Self-winding tourbillon movement.
Power reserve of 7 days.                                                                      
Hour and minutes at 6 o'clock, tourbillon frame at 12 o'clock.
Diameter 39 mm.
Numerus Clausus of 8.",
J013013580,https://www.jaquet-droz.com/en/watches/grande-seconde/grande-seconde-tourbillon-mother-of-pearl,,Jaquet Droz,,GRANDE SECONDE,Tourbillon Mother-of-pearl,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/J013013580_GRANDE_SECONDE_TOURBILLON_MOP_FRONT.jpg?itok=J0VYxnTz,,,"18-karat red gold, set with 260 diamonds (1.41 carats). Diameter Ø 39 mm. Height 13.20 mm. Individual limited serial number engraved on the case-back. ",,,"18-karat red gold, set with 260 diamonds (1.41 carats). Diameter Ø 39 mm. Height 13.20 mm. Individual limited serial number engraved on the case-back. ",,,"18-karat red gold, set with 260 diamonds (1.41 carats). Diameter Ø 39 mm. Height 13.20 mm. Individual limited serial number engraved on the case-back. ",,,,3 bar (30 meters),,"White mother-of-pearl. 18-karat red gold applied ring set with 90 diamonds, total of 0.09 carat. ",,Rolled-edge hand made white satin strap,Rolled-edge hand made white satin strap,18-karat red gold folding clasp set with 32 diamonds (0.26 carat).,"Jaquet Droz 25JD.Si, self-winding tourbillon movement, silicon balance spring and pallet horns, 18-karat red gold oscillating weight with white mother-of-pearl applique","Jaquet Droz 25JD.Si, self-winding tourbillon movement, silicon balance spring and pallet horns, 18-karat red gold oscillating weight with white mother-of-pearl applique",7 days,"21,600 v.p.h",31 jewels,Hours and minutes at 6 o'clock Tourbillon frame and seconds at 12 o'clock,"White mother-of-pearl dial. 
18-karat red gold case and applied ring set with 260 and 90 diamonds, buckle set with 32 diamonds, total of 1.76 carats. 
Hours and minutes at 6 o’clock, tourbillon frame and seconds at 12 o’clock. 
Self-winding mechanical tourbillon movement. 
Power reserve of 7 days. 
Diameter 39 mm. 
Numerus Clausus of 88.",
J013013281,https://www.jaquet-droz.com/en/watches/grande-seconde/grande-seconde-tourbillon-jadeite,,Jaquet Droz,,GRANDE SECONDE,Tourbillon Jadeite,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/J013013281_GRANDE_SECONDE_JADEITE_FRONT.jpg?itok=VBt4lQof,,,"18-karat red gold case set with 260 diamonds, total of 1.41 carats Diameter 39 mm Height 13.20 mm Individual limited serial number engraved on the case-back",,,"18-karat red gold case set with 260 diamonds, total of 1.41 carats Diameter 39 mm Height 13.20 mm Individual limited serial number engraved on the case-back",,,"18-karat red gold case set with 260 diamonds, total of 1.41 carats Diameter 39 mm Height 13.20 mm Individual limited serial number engraved on the case-back",,,,To 3 bar (30 meters),,"Jadeite dial, white mother-of-pearl subdial 18-karat red gold applied ring set with 90 diamonds, total of 0.12 carat 18-karat red gold screws",,Rolled-edge hand-made green satin,Rolled-edge hand-made green satin,"18-karat red gold folding clasp set with 32 diamonds, total of 0.23 carat","Jaquet Droz 25JD, self-winding tourbillon movement, 18-karat red gold oscillating weight with jadeite applique","Jaquet Droz 25JD, self-winding tourbillon movement, 18-karat red gold oscillating weight with jadeite applique",7 days,"21,600 v.p.h.",31 jewels,Hours and minutes at 6 o'clock Tourbillon frame and seconds at 12 o'clock,"Jadeite dial, white mother-of-pearl subdial. 
18-karat red gold case and applied ring set with 260 and 90 diamonds, buckle set with 32 diamonds, total of 1.76 carats. 
Self-winding mechanical tourbillon movement. 
Power reserve of 7 days. 
Diameter 39 mm. 
Numerus Clausus of 8.",
J013033243,https://www.jaquet-droz.com/en/watches/ateliers-d-art/grande-seconde-tourbillon-paillonnee-j013033243,,Jaquet Droz,,ATELIERS D'ART,Tourbillon Paillonnée,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/J013033243_GRANDE_SECONDE_TOURBILLON_PAILLONNEE_FRONT.jpg?itok=MsBvInPN,,,18-karat red gold case Diameter 43 mm Height 13.1 mm Individual limited serial number engraved on the case-back,,,18-karat red gold case Diameter 43 mm Height 13.1 mm Individual limited serial number engraved on the case-back,,,18-karat red gold case Diameter 43 mm Height 13.1 mm Individual limited serial number engraved on the case-back,,,,3 bar (30 meters),,"Paillonné on red Grand Feu enamel 18-karat red gold applied ring Screws in blued steel Silver opaline hours, minutes and seconds dial",,Rolled-edge hand-made black alligator strap,Rolled-edge hand-made black alligator strap,18-karat red gold folding clasp,"Jaquet Droz 25JD.Si, self-winding tourbillon movement, silicon balance spring and pallet horns, 18-karat red gold oscillating weight with red jasper applique","Jaquet Droz 25JD.Si, self-winding tourbillon movement, silicon balance spring and pallet horns, 18-karat red gold oscillating weight with red jasper applique",7 days,"21,600 v.p.h.",31 jewels,Off-centered hours and minutes Off-centered tourbillon frame and seconds,"Red Grand Feu paillonné-enameled dial. 
Silver opaline subdial. 
18-karat red gold case and applied ring. 
Self-winding mechanical tourbillon movement. 
Power reserve of 7 days. 
Diameter 43 mm. 
Numerus Clausus of 8.",
J0328330011,https://www.jaquet-droz.com/en/watches/automata/the-rolling-stones-automaton-j0328330011,,Jaquet Droz,,AUTOMATA,The Rolling Stones Automaton,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/Jaquet-Droz_The-Rolling-Stones-Automaton_J0328330011_Front_0.jpg?itok=4lgcR05e,,,18-karat red gold case. Diameter 43 mm. Height 16.96 mm. «THE ROLLING STONES 1/1 STUDIO» engraved on the case-back. ,,,18-karat red gold case. Diameter 43 mm. Height 16.96 mm. «THE ROLLING STONES 1/1 STUDIO» engraved on the case-back. ,,,18-karat red gold case. Diameter 43 mm. Height 16.96 mm. «THE ROLLING STONES 1/1 STUDIO» engraved on the case-back. ,,,,Up to 3 bar (30 meters),,"Static dial: black onyx hour/minutes dial with 18-karat red gold applied ring, hand-painted 18-karat red gold dial with appliques depicting instruments in hand-engraved and hand-painted 18-karat white and red gold. Animated dial: brass with rhodium-plated treatment, engraved decor and hand-painted motifs, red animated «Big Mouth» in 18-karat red gold, hand-engraved and hand-painted. ",,Fabric with printed patterns in rubber,Fabric with printed patterns in rubber,18-karat red gold folding clasp,"Jaquet Droz 2653 AT2, self-winding mechanical movement, silicon balance spring and pallet horns, double barrel, flat bridges, hand-engraved 18-karat red gold oscillating weight. «STICKY FINGERS 1971 RSM». Automaton with animated record and logo, hand-wound with crown push-button automaton triggering mechanism, double barrel. ","Jaquet Droz 2653 AT2, self-winding mechanical movement, silicon balance spring and pallet horns, double barrel, flat bridges, hand-engraved 18-karat red gold oscillating weight. «STICKY FINGERS 1971 RSM». Automaton with animated record and logo, hand-wound with crown push-button automaton triggering mechanism, double barrel. ",68 hours,"28,800 v.p.h.",56 jewels,Off-centered hours and minutes,"Black onyx dial and 18-karat red gold applied ring. 
18-karat red gold case. 
Hand-engraved and hand-painted 18-karat white and red gold appliques. 
Hand-wound mechanical automaton movement with push-button triggering mechanism. Mechanical automaton with animated record and logo. 
Self-winding mechanical hours and minutes movement. 
Power reserve of 68 hours. 
Diameter 43 mm. 
Unique piece.",
J0328330151,https://www.jaquet-droz.com/en/watches/automata/the-rolling-stones-automaton-j0328330151,,Jaquet Droz,,AUTOMATA,The Rolling Stones Automaton,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/Jaquet-Droz_The-Rolling-Stones-Automaton_J0328330151_Front.jpg?itok=RIS0DbfU,,,18-karat red gold case. Diameter 43 mm. Height 16.96 mm. «THE ROLLING STONES 1/1 STUDIO» engraved on the case-back. ,,,18-karat red gold case. Diameter 43 mm. Height 16.96 mm. «THE ROLLING STONES 1/1 STUDIO» engraved on the case-back. ,,,18-karat red gold case. Diameter 43 mm. Height 16.96 mm. «THE ROLLING STONES 1/1 STUDIO» engraved on the case-back. ,,,,Up to 3 bar (30 meters),,"Static dial: black onyx hour/minutes dial with 18-karat red gold applied ring, hand-painted 18-karat red gold dial with appliques depicting instruments in hand-engraved and hand-painted 18-karat white and red gold. Animated dial: brass with rhodium-plated treatment, engraved decor and hand-painted motifs, red animated «Big Mouth» in 18-karat red gold, hand-engraved and hand-painted. ",,Fabric with printed patterns in rubber,Fabric with printed patterns in rubber,18-karat red gold folding clasp,"Jaquet Droz 2653 AT2, self-winding mechanical movement, silicon balance spring and pallet horns, double barrel, flat bridges, hand-engraved 18-karat red gold oscillating weight. «VOODOO LOUNGE 1994 SWL». Automaton with animated record and logo, hand-wound with crown push-button automaton triggering mechanism, double barrel. ","Jaquet Droz 2653 AT2, self-winding mechanical movement, silicon balance spring and pallet horns, double barrel, flat bridges, hand-engraved 18-karat red gold oscillating weight. «VOODOO LOUNGE 1994 SWL». Automaton with animated record and logo, hand-wound with crown push-button automaton triggering mechanism, double barrel. ",68 hours,"28,800 v.p.h.",56 jewels,Off-centered hours and minutes,"Black onyx dial and 18-karat red gold applied ring. 
18-karat red gold case. 
Hand-engraved and hand-painted 18-karat white and red gold appliques. 
Hand-wound mechanical automaton movement with push-button triggering mechanism. Mechanical automaton with animated record and logo. 
Self-winding mechanical hours and minutes movement. 
Power reserve of 68 hours. 
Diameter 43 mm. 
Unique piece.",
J0327370011,https://www.jaquet-droz.com/en/watches/automata/dragon-automaton-j0327370011,,Jaquet Droz,,AUTOMATA,Dragon Automaton,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/Jaquet-Droz_Dragon-Automaton_J0327370011_Front.jpg?itok=e7Q5AT5r,,,"Sapphire case, crown, push-button, tube and bar inserts in 18-karat red gold. Diameter 45 mm. Height 18 mm. ",,,"Sapphire case, crown, push-button, tube and bar inserts in 18-karat red gold. Diameter 45 mm. Height 18 mm. ",,,"Sapphire case, crown, push-button, tube and bar inserts in 18-karat red gold. Diameter 45 mm. Height 18 mm. ",,,,To 3 bar (30 meters),,"Onyx dial and subdial, mountain motif in 18-karat white gold and hand-painted, engraved mother-of-pearl. Dragon elements in hand-engraved 18-karat red gold with gray treatment. Hand-painted steel eye and tongue. Ball made from labradorite. ",,Rubber strap,Rubber strap,Stainless steel and ceramic folding clasp,"Jaquet Droz 6150, self-winding mechanical movement, silicon balance spring and pallet horns, flat bridges, 18-karat red gold oscillating weight with signature JH and black treatment. Automaton with animation of different parts of the dragon, push-button automaton triggering mechanism. Customized engraving on the bridges on the case-back side. ","Jaquet Droz 6150, self-winding mechanical movement, silicon balance spring and pallet horns, flat bridges, 18-karat red gold oscillating weight with signature JH and black treatment. Automaton with animation of different parts of the dragon, push-button automaton triggering mechanism. Customized engraving on the bridges on the case-back side. ",38 hours,"21,600 v.p.h.",78 jewels for the automaton movement + 29 jewels for the hour and minute movement,Off-centered hours and minutes,"Onyx dial and subdial, mountain decor in 18-karat white gold, hand-engraved and hand-painted mother-of-pearl. Hand-engraved dragon appliques in 18-karat red gold. Sapphire case. Hand-wound mechanical automaton movement with push-button triggering mechanism. Mechanical automaton with 9 different animated elements of the dragon: the crest moves, the mouth opens, the tongue comes out, the eye opens and closes, the dorsal section and tail undulate, the dragon's foot moves up and down towards the ball, the ball spins on itself. The animation cycle lasts 10 to 15 seconds. Power reserve of 38 hours. Diameter 45 mm, Unique piece.",
J0327330061,https://www.jaquet-droz.com/en/watches/automata/dragon-automaton-j0327330061,,Jaquet Droz,,AUTOMATA,Dragon Automaton,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/Jaquet-Droz_Dragon-Automaton_J0327330061_Front.jpg?itok=IQuS9Gu3,,,"18-karat red gold case. Diameter 43 mm. Height 16.96 mm. Customization, identified as a unique piece by a hand-engraving on the case-back. ",,,"18-karat red gold case. Diameter 43 mm. Height 16.96 mm. Customization, identified as a unique piece by a hand-engraving on the case-back. ",,,"18-karat red gold case. Diameter 43 mm. Height 16.96 mm. Customization, identified as a unique piece by a hand-engraving on the case-back. ",,,,To 3 bar (30 meters),,Openworked dial and centre in lapis lazuli. Hand-engraved dragon elements in 18-karat red gold. Hand-painted steel eye and tongue. Labradorite ball. ,,Blue rubber,Blue rubber,18-karat red gold folding clasp,"Jaquet Droz 6150, self-winding mechanical movement, silicon balance spring and pallet horns, flat bridges, 18-karat red gold oscillating weight with JH signature and black treatment. Automaton with animation of different parts of the dragon, push-button automaton triggering mechanism. ","Jaquet Droz 6150, self-winding mechanical movement, silicon balance spring and pallet horns, flat bridges, 18-karat red gold oscillating weight with JH signature and black treatment. Automaton with animation of different parts of the dragon, push-button automaton triggering mechanism. ",38 hours,"21,600 v.p.h.",78 rubies for the automaton movement + 29 rubies for the hour and minute movement,Off-centered hours and minutes,"Openworked dial in lapis lazuli. Hand-engraved dragon appliques in 18-karat red gold. 18-karat red gold case. Hand-wound mechanical automaton movement with push-button triggering mechanism. Mechanical automaton with 9 different animated elements of the dragon: the crest moves, the mouth opens, the tongue comes out, the eye opens and closes, the dorsal section and tail undulate, the dragon's foot moves up and down towards the ball, the ball spins on itself. The animation cycle lasts 10 to 15 seconds. Power reserve of 38 hours. Diameter 43 mm, Unique piece.",
J0327370021,https://www.jaquet-droz.com/en/watches/automata/dragon-automaton-j0327370021,,Jaquet Droz,,AUTOMATA,Dragon Automaton,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/Jaquet-Droz_Dragon-Automaton_J0327370021_Front.jpg?itok=QqLYJUnX,,,"Sapphire case. Diameter Ø 45 mm. Height 18 mm. Customization, identified as a unique piece by an engraving on the movement bridges. ",,,"Sapphire case. Diameter Ø 45 mm. Height 18 mm. Customization, identified as a unique piece by an engraving on the movement bridges. ",,,"Sapphire case. Diameter Ø 45 mm. Height 18 mm. Customization, identified as a unique piece by an engraving on the movement bridges. ",,,,To 3 bar (30 meters),,Openworked dial and centre in lapis lazuli. Hand-engraved dragon elements in 18-karat white gold. Hand-painted steel eye and tongue. Labradorite ball. ,,Blue rubber,Blue rubber,18-karat white gold folding clasp,"Jaquet Droz 6150, self-winding mechanical movement, silicon balance spring and pallet horns, flat bridges, 18-karat white gold oscillating weight with JH signature and black treatment. Automaton with animation of different parts of the dragon, push-button automaton triggering mechanism. ","Jaquet Droz 6150, self-winding mechanical movement, silicon balance spring and pallet horns, flat bridges, 18-karat white gold oscillating weight with JH signature and black treatment. Automaton with animation of different parts of the dragon, push-button automaton triggering mechanism. ",38 hours,"21,600 v.p.h.",78 rubies for the automaton movement + 29 rubies for the hour and minute movement,Off-centered hours and minutes,"Openworked dial in lapis-lazuli. Hand-engraved dragon appliques in 18-karat white gold. Sapphire case. Hand-wound mechanical automaton movement with push-button triggering mechanism. Mechanical automaton with 9 different animated elements of the dragon: the crest moves, the mouth opens, the tongue comes out, the eye opens and closes, the dorsal section and tail undulate, the dragon's foot moves up and down towards the ball, the ball spins on itself. The animation cycle lasts 10 to 15 seconds. Power reserve of 38 hours. Diameter 45 mm, Unique piece.",
J0327330011,https://www.jaquet-droz.com/en/watches/automata/dragon-automaton-j0327330011,,Jaquet Droz,,AUTOMATA,Dragon Automaton,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/Jaquet%20Droz_Dragon-Automaton_J0327330011_Front.jpg?itok=EFAPSUL4,,,"Hand-engraved 18-karat red gold case, with black treatment in the engraving. Diameter 43 mm. Height 16.96 mm. Customization, identified as a unique piece by a hand-engraving on the case-back. ",,,"Hand-engraved 18-karat red gold case, with black treatment in the engraving. Diameter 43 mm. Height 16.96 mm. Customization, identified as a unique piece by a hand-engraving on the case-back. ",,,"Hand-engraved 18-karat red gold case, with black treatment in the engraving. Diameter 43 mm. Height 16.96 mm. Customization, identified as a unique piece by a hand-engraving on the case-back. ",,,,To 3 bar (30 meters),,"Onyx dial and subdial, mountain decor in 18-karat white gold and hand-painted, engraved mother-of-pearl. Dragon elements in hand-engraved 18-karat red gold with gray treatment. Hand-painted steel eye and tongue. Labradorite ball. ",,Rolled-edge by hand black alligator,Rolled-edge by hand black alligator,18-karat red gold folding clasp,"Jaquet Droz 6150, self-winding mechanical movement, silicon balance spring and pallet horns, flat bridges, 18-karat red gold oscillating weight with signature JH and black treatment. Automaton with animation of different parts of the dragon, push-button automaton triggering mechanism. ","Jaquet Droz 6150, self-winding mechanical movement, silicon balance spring and pallet horns, flat bridges, 18-karat red gold oscillating weight with signature JH and black treatment. Automaton with animation of different parts of the dragon, push-button automaton triggering mechanism. ",38 hours,"21,600 v.p.h.",78 rubies for the automaton movement + 29 rubies for the hour and minute movement,Off-centered hours and minutes,"Onyx dial and subdial, mountain decor in 18-karat white gold, hand-engraved and hand-painted mother-of-pearl. Hand-engraved dragon appliques in 18-karat red gold. Hand-engraved 18-karat red gold case, with black treatment in the engraving. Hand-wound mechanical automaton movement with push-button triggering mechanism. Mechanical automaton with 9 different animated elements of the dragon. The animation cycle lasts 10 to 15 seconds. Power reserve of 38 hours. Diameter 43 mm, Unique piece.",
